COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
37.0,0.0,4189.23076923077,4198.97435897436,4173.846153846155,4197.94871794872,4185.641025641027,4176.923076923078,4110.769230769232,4182.564102564104,4206.153846153848,4204.102564102565,4197.435897435899,4207.179487179489,4247.179487179489,4197.435897435899,0.0,2051.0,2031.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
38.0,0.0,4188.71794871795,4197.435897435899,4177.94871794872,4201.0256410256425,4182.564102564104,4178.46153846154,4141.538461538463,4181.0256410256425,4207.692307692309,4205.641025641027,4195.897435897437,4208.71794871795,4246.153846153848,4194.3589743589755,0.0,2050.0,2030.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
39.0,0.0,4193.333333333335,4223.076923076925,4183.076923076925,4194.3589743589755,4182.564102564104,4182.564102564104,4153.846153846155,4188.71794871795,4215.384615384617,4209.743589743592,4202.051282051283,4215.897435897437,4247.179487179489,4194.3589743589755,0.0,2048.0,2031.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
40.0,0.0,4190.769230769232,4217.435897435899,4174.871794871797,4193.846153846155,4186.153846153848,4187.179487179489,4184.102564102565,4191.282051282053,4212.8205128205145,4207.179487179489,4205.128205128207,4212.8205128205145,4238.97435897436,4188.71794871795,0.0,2049.0,2031.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
41.0,0.0,4186.153846153848,4191.794871794873,4165.641025641027,4196.410256410258,4183.589743589745,4183.076923076925,4249.743589743592,4184.615384615386,4205.128205128207,4205.128205128207,4196.923076923078,4204.102564102565,4231.794871794873,4184.615384615386,0.0,2049.0,2032.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
42.0,0.0,4189.23076923077,4200.000000000002,4171.794871794873,4187.692307692309,4183.076923076925,4179.487179487181,4245.128205128207,4184.615384615386,4206.153846153848,4206.153846153848,4192.307692307694,4204.615384615386,4233.846153846155,4191.794871794873,0.0,2048.0,2032.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
43.0,0.0,4185.128205128207,4208.20512820513,4171.282051282053,4178.46153846154,4180.512820512822,4178.46153846154,4202.564102564104,4187.179487179489,4201.538461538463,4201.538461538463,4189.23076923077,4200.000000000002,4229.743589743592,4189.743589743592,0.0,2046.0,2034.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
44.0,0.0,4168.71794871795,4169.23076923077,4155.384615384617,4178.97435897436,4181.0256410256425,4174.3589743589755,4234.3589743589755,4182.564102564104,4190.256410256412,4201.0256410256425,4179.487179487181,4183.076923076925,4210.256410256412,4172.8205128205145,0.0,2046.0,2037.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
45.0,0.0,4158.97435897436,4139.487179487181,4150.769230769232,4176.410256410258,4184.615384615386,4173.333333333335,4260.512820512822,4182.051282051283,4188.20512820513,4200.512820512822,4176.923076923078,4175.897435897437,4197.94871794872,4164.615384615386,0.0,2046.0,2038.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
46.0,0.0,4168.71794871795,4172.307692307694,4164.615384615386,4169.23076923077,4182.564102564104,4175.384615384617,4236.410256410258,4187.692307692309,4195.384615384617,4197.94871794872,4187.692307692309,4190.769230769232,4210.256410256412,4169.743589743592,0.0,2045.0,2039.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
47.0,0.0,4186.666666666668,4211.282051282053,4182.051282051283,4175.897435897437,4184.615384615386,4178.97435897436,4241.538461538463,4190.256410256412,4202.051282051283,4202.051282051283,4194.871794871797,4204.102564102565,4225.641025641027,4177.435897435899,0.0,2046.0,2042.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
48.0,0.0,4190.769230769232,4205.641025641027,4186.666666666668,4193.333333333335,4184.615384615386,4179.487179487181,4266.153846153848,4192.8205128205145,4204.615384615386,4205.128205128207,4194.871794871797,4203.589743589745,4225.641025641027,4182.051282051283,0.0,2046.0,2042.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
49.0,0.0,4192.8205128205145,4196.923076923078,4192.307692307694,4206.153846153848,4184.102564102565,4181.538461538463,4266.666666666668,4200.512820512822,4208.71794871795,4203.589743589745,4201.0256410256425,4211.282051282053,4228.20512820513,4190.769230769232,0.0,2047.0,2044.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
50.0,0.0,4203.076923076925,4212.8205128205145,4199.487179487181,4206.153846153848,4186.666666666668,4184.102564102565,4230.769230769232,4206.153846153848,4215.897435897437,4209.23076923077,4206.666666666668,4219.487179487181,4236.923076923078,4202.051282051283,0.0,2047.0,2045.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
51.0,0.0,4203.076923076925,4208.20512820513,4189.743589743592,4195.384615384617,4183.076923076925,4178.97435897436,4194.871794871797,4200.000000000002,4212.8205128205145,4212.307692307694,4200.512820512822,4214.871794871797,4231.794871794873,4199.487179487181,0.0,2048.0,2045.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
